delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time,cumm_net_delay
43,35,1080,Orin,24,72,6,80,False,53
38,35,1080,Orin,26,72,6,80,False,48
46,35,1080,Orin,22,72,6,80,False,56
45,35,1080,Orin,32,72,6,80,False,55
45,35,1080,Orin,27,72,6,80,False,55
45,35,1080,Orin,21,72,6,80,False,55
47,35,1080,Orin,28,72,6,80,False,57
45,35,1080,Orin,25,72,6,80,False,55
41,35,1080,Orin,28,72,6,80,False,51
41,35,1080,Orin,20,72,6,80,False,51
46,35,1080,Orin,27,72,6,80,False,56
46,35,1080,Orin,21,72,6,80,False,56
47,35,1080,Orin,25,72,6,80,False,57
44,35,1080,Orin,27,72,6,80,False,54
46,35,1080,Orin,23,72,6,80,False,56
45,35,1080,Orin,26,72,6,80,False,55
46,35,1080,Orin,25,72,6,80,False,56
46,35,1080,Orin,25,72,6,80,False,56
45,35,1080,Orin,23,72,6,80,False,55
44,35,1080,Orin,24,72,6,80,False,54
39,35,1080,Orin,14,72,6,80,False,49
46,35,1080,Orin,31,72,6,80,False,56
45,35,1080,Orin,29,72,6,80,False,55
43,35,1080,Orin,29,72,6,80,False,53
41,35,1080,Orin,28,72,6,80,False,51
44,35,1080,Orin,26,72,6,80,False,54
38,35,1080,Orin,29,72,6,80,False,48
47,35,1080,Orin,23,72,6,80,False,57
44,35,1080,Orin,31,72,6,80,False,54
38,35,1080,Orin,29,72,6,80,False,48
45,35,1080,Orin,23,72,6,80,False,55
44,35,1080,Orin,24,72,6,80,False,54
46,35,1080,Orin,27,72,6,80,False,56
44,35,1080,Orin,25,72,6,80,False,54
46,35,1080,Orin,23,72,6,80,False,56
45,35,1080,Orin,21,72,6,80,False,55
46,35,1080,Orin,23,72,6,80,False,56
46,35,1080,Orin,25,72,6,80,False,56
46,35,1080,Orin,22,72,6,80,False,56
46,35,1080,Orin,25,72,6,80,False,56
49,35,1080,Orin,25,72,6,80,False,59
43,35,1080,Orin,26,72,6,80,False,53
39,35,1080,Orin,29,72,6,80,False,49
45,35,1080,Orin,23,72,6,80,False,55
44,35,1080,Orin,25,72,6,80,False,54
43,35,1080,Orin,26,72,6,80,False,53
40,35,1080,Orin,19,72,6,80,False,50
44,35,1080,Orin,26,72,6,80,False,54
39,35,1080,Orin,25,72,6,80,False,49
46,35,1080,Orin,25,72,6,80,False,56
44,35,1080,Orin,30,72,6,80,False,54
41,35,1080,Orin,26,72,6,80,False,51
44,35,1080,Orin,27,72,6,80,False,54
44,35,1080,Orin,28,72,6,80,False,54
40,35,1080,Orin,23,72,6,80,False,50
47,35,1080,Orin,27,72,6,80,False,57
44,35,1080,Orin,24,72,6,80,False,54
47,35,1080,Orin,25,72,6,80,False,57
45,35,1080,Orin,26,72,6,80,False,55
45,35,1080,Orin,31,72,6,80,False,55
46,35,1080,Orin,25,72,6,80,False,56
46,35,1080,Orin,26,72,6,80,False,56
45,35,1080,Orin,28,72,6,80,False,55
40,35,1080,Orin,31,72,6,80,False,50
48,35,1080,Orin,22,72,6,80,False,58
45,35,1080,Orin,33,72,6,80,False,55
47,35,1080,Orin,23,72,6,80,False,57
44,35,1080,Orin,29,72,6,80,False,54
45,35,1080,Orin,27,72,6,80,False,55
46,35,1080,Orin,26,72,6,80,False,56
46,35,1080,Orin,22,72,6,80,False,56
45,35,1080,Orin,26,72,6,80,False,55
43,35,1080,Orin,28,72,6,80,False,53
40,35,1080,Orin,20,72,6,80,False,50
44,35,1080,Orin,26,72,6,80,False,54
39,35,1080,Orin,31,72,6,80,False,49
48,35,1080,Orin,20,72,6,80,False,58
45,35,1080,Orin,30,72,6,80,False,55
48,35,1080,Orin,20,72,6,80,False,58
44,35,1080,Orin,25,72,6,80,False,54
47,35,1080,Orin,22,72,6,80,False,57
45,35,1080,Orin,29,72,6,80,False,55
46,35,1080,Orin,25,72,6,80,False,56
43,35,1080,Orin,25,72,6,80,False,53
39,35,1080,Orin,27,72,6,80,False,49
48,35,1080,Orin,24,72,6,80,False,58
44,35,1080,Orin,18,72,6,80,False,54
47,35,1080,Orin,31,72,6,80,False,57
45,35,1080,Orin,26,72,6,80,False,55
46,35,1080,Orin,25,72,6,80,False,56
43,35,1080,Orin,27,72,6,80,False,53
48,35,1080,Orin,25,72,6,80,False,58
47,35,1080,Orin,23,72,6,80,False,57
45,35,1080,Orin,31,72,6,80,False,55
38,35,1080,Orin,25,72,6,80,False,48
45,35,1080,Orin,24,72,6,80,False,55
46,35,1080,Orin,25,72,6,80,False,56
43,35,1080,Orin,27,72,6,80,False,53
39,35,1080,Orin,30,72,6,80,False,49
47,35,1080,Orin,29,72,6,80,False,57
46,35,1080,Orin,23,72,6,80,False,56
48,35,1080,Orin,28,72,6,80,False,58
44,35,1080,Orin,29,72,6,80,False,54
43,35,1080,Orin,22,72,6,80,False,53
39,35,1080,Orin,27,72,6,80,False,49
44,35,1080,Orin,26,72,6,80,False,54
40,35,1080,Orin,28,72,6,80,False,50
44,35,1080,Orin,27,72,6,80,False,54
40,35,1080,Orin,23,72,6,80,False,50
45,35,1080,Orin,30,72,6,80,False,55
49,35,1080,Orin,27,72,6,80,False,59
44,35,1080,Orin,27,72,6,80,False,54
47,35,1080,Orin,27,72,6,80,False,57
47,35,1080,Orin,25,72,6,80,False,57
44,35,1080,Orin,25,72,6,80,False,54
44,35,1080,Orin,21,72,6,80,False,54
47,35,1080,Orin,27,72,6,80,False,57
45,35,1080,Orin,28,72,6,80,False,55
47,35,1080,Orin,18,72,6,80,False,57
45,35,1080,Orin,32,72,6,80,False,55
50,35,1080,Orin,27,72,6,80,False,60
49,35,1080,Orin,22,72,6,80,False,59
46,35,1080,Orin,26,72,6,80,False,56
47,35,1080,Orin,27,72,6,80,False,57
45,35,1080,Orin,28,72,6,80,False,55
46,35,1080,Orin,22,72,6,80,False,56
47,35,1080,Orin,28,72,6,80,False,57
47,35,1080,Orin,29,72,6,80,False,57
44,35,1080,Orin,24,72,6,80,False,54
41,35,1080,Orin,29,72,6,80,False,51
45,35,1080,Orin,25,72,6,80,False,55
47,35,1080,Orin,32,72,6,80,False,57
45,35,1080,Orin,18,72,6,80,False,55
48,35,1080,Orin,25,72,6,80,False,58
47,35,1080,Orin,25,72,6,80,False,57
44,35,1080,Orin,25,72,6,80,False,54
40,35,1080,Orin,27,72,6,80,False,50
46,35,1080,Orin,26,72,6,80,False,56
47,35,1080,Orin,27,72,6,80,False,57
46,35,1080,Orin,29,72,6,80,False,56
47,35,1080,Orin,23,72,6,80,False,57
46,35,1080,Orin,25,72,6,80,False,56
46,35,1080,Orin,27,72,6,80,False,56
46,35,1080,Orin,26,72,6,80,False,56
46,35,1080,Orin,22,72,6,80,False,56
43,35,1080,Orin,32,72,6,80,False,53
42,35,1080,Orin,25,72,6,80,False,52
46,35,1080,Orin,29,72,6,80,False,56
46,35,1080,Orin,20,72,6,80,False,56
46,35,1080,Orin,26,72,6,80,False,56
48,35,1080,Orin,22,72,6,80,False,58
45,35,1080,Orin,23,72,6,80,False,55
47,35,1080,Orin,27,72,6,80,False,57
46,35,1080,Orin,28,72,6,80,False,56
47,35,1080,Orin,22,72,6,80,False,57
45,35,1080,Orin,26,72,6,80,False,55
46,35,1080,Orin,27,72,6,80,False,56
49,35,1080,Orin,25,72,6,80,False,59
46,35,1080,Orin,26,72,6,80,False,56
48,35,1080,Orin,26,72,6,80,False,58
48,35,1080,Orin,29,72,6,80,False,58
49,35,1080,Orin,24,72,6,80,False,59
48,35,1080,Orin,22,72,6,80,False,58
45,35,1080,Orin,24,72,6,80,False,55
47,35,1080,Orin,25,72,6,80,False,57
47,35,1080,Orin,25,72,6,80,False,57
47,35,1080,Orin,22,72,6,80,False,57
44,35,1080,Orin,24,72,6,80,False,54
48,35,1080,Orin,31,72,6,80,False,58
44,35,1080,Orin,26,72,6,80,False,54
47,35,1080,Orin,22,72,6,80,False,57
45,35,1080,Orin,29,72,6,80,False,55
48,35,1080,Orin,25,72,6,80,False,58
44,35,1080,Orin,25,72,6,80,False,54
47,35,1080,Orin,18,72,6,80,False,57
44,35,1080,Orin,28,72,6,80,False,54
40,35,1080,Orin,25,72,6,80,False,50
46,35,1080,Orin,25,72,6,80,False,56
46,35,1080,Orin,27,72,6,80,False,56
46,35,1080,Orin,25,72,6,80,False,56
44,35,1080,Orin,24,72,6,80,False,54
46,35,1080,Orin,22,72,6,80,False,56
50,35,1080,Orin,27,72,6,80,False,60
47,35,1080,Orin,30,72,6,80,False,57
50,35,1080,Orin,28,72,6,80,False,60
46,35,1080,Orin,23,72,6,80,False,56
45,35,1080,Orin,27,72,6,80,False,55
42,35,1080,Orin,22,72,6,80,False,52
47,35,1080,Orin,25,72,6,80,False,57
45,35,1080,Orin,26,72,6,80,False,55
49,35,1080,Orin,27,72,6,80,False,59
46,35,1080,Orin,27,72,6,80,False,56
46,35,1080,Orin,20,72,6,80,False,56
45,35,1080,Orin,24,72,6,80,False,55
46,35,1080,Orin,27,72,6,80,False,56
44,35,1080,Orin,25,72,6,80,False,54
44,35,1080,Orin,21,72,6,80,False,54
46,35,1080,Orin,25,72,6,80,False,56
49,35,1080,Orin,22,72,6,80,False,59
44,35,1080,Orin,29,72,6,80,False,54
47,35,1080,Orin,22,72,6,80,False,57
45,35,1080,Orin,26,72,6,80,False,55
47,35,1080,Orin,20,72,6,80,False,57
45,35,1080,Orin,25,72,6,80,False,55
46,35,1080,Orin,25,72,6,80,False,56
44,35,1080,Orin,24,72,6,80,False,54
48,35,1080,Orin,32,72,6,80,False,58
44,35,1080,Orin,21,72,6,80,False,54
41,35,1080,Orin,27,72,6,80,False,51
47,35,1080,Orin,22,72,6,80,False,57
46,35,1080,Orin,30,72,6,80,False,56
46,35,1080,Orin,29,72,6,80,False,56
47,35,1080,Orin,24,72,6,80,False,57
46,35,1080,Orin,25,72,6,80,False,56
49,35,1080,Orin,22,72,6,80,False,59
44,35,1080,Orin,26,72,6,80,False,54
42,35,1080,Orin,27,72,6,80,False,52
45,35,1080,Orin,23,72,6,80,False,55
44,35,1080,Orin,28,72,6,80,False,54
47,35,1080,Orin,22,72,6,80,False,57
44,35,1080,Orin,27,72,6,80,False,54
47,35,1080,Orin,25,72,6,80,False,57
45,35,1080,Orin,28,72,6,80,False,55
48,35,1080,Orin,20,72,6,80,False,58
45,35,1080,Orin,23,72,6,80,False,55
46,35,1080,Orin,22,72,6,80,False,56
48,35,1080,Orin,25,72,6,80,False,58
47,35,1080,Orin,24,72,6,80,False,57
51,35,1080,Orin,22,72,6,80,False,61
46,35,1080,Orin,31,72,6,80,False,56
47,35,1080,Orin,26,72,6,80,False,57
45,35,1080,Orin,24,72,6,80,False,55
47,35,1080,Orin,27,72,6,80,False,57
46,35,1080,Orin,27,72,6,80,False,56
46,35,1080,Orin,30,72,6,80,False,56
49,35,1080,Orin,17,72,6,80,False,59
47,35,1080,Orin,30,72,6,80,False,57
49,35,1080,Orin,19,72,6,80,False,59
49,35,1080,Orin,20,72,6,80,False,59
46,35,1080,Orin,24,72,6,80,False,56
48,35,1080,Orin,20,72,6,80,False,58
45,35,1080,Orin,20,72,6,80,False,55
48,35,1080,Orin,26,72,6,80,False,58
35,15,720,Orin,55,72,7,30,True,45
31,15,720,Orin,17,72,6,30,True,41
31,15,720,Orin,16,72,6,30,True,41
32,15,720,Orin,21,72,6,30,True,42
36,15,720,Orin,23,72,6,30,True,46
32,15,720,Orin,24,72,6,30,True,42
32,15,720,Orin,14,72,6,30,True,42
31,15,720,Orin,16,72,6,30,True,41
31,15,720,Orin,22,72,6,30,True,41
34,15,720,Orin,19,72,6,30,True,44
33,15,720,Orin,24,72,6,30,True,43
34,15,720,Orin,21,72,6,30,True,44
31,15,720,Orin,19,72,6,30,True,41
32,15,720,Orin,21,72,6,30,True,42
32,15,720,Orin,23,72,6,30,True,42
32,15,720,Orin,20,72,6,30,True,42
36,15,720,Orin,21,72,6,30,True,46
31,15,720,Orin,21,72,6,30,True,41
32,15,720,Orin,14,72,6,30,True,42
32,15,720,Orin,20,72,6,30,True,42
32,15,720,Orin,21,72,6,30,True,42
32,15,720,Orin,18,72,6,30,True,42
32,15,720,Orin,20,72,6,30,True,42
31,15,720,Orin,20,72,6,30,True,41
32,15,720,Orin,20,72,6,30,True,42
31,15,720,Orin,22,72,6,30,True,41
32,15,720,Orin,19,72,6,30,True,42
31,15,720,Orin,18,72,6,30,True,41
32,15,720,Orin,22,72,6,30,True,42
32,15,720,Orin,20,72,6,30,True,42
32,15,720,Orin,19,72,6,30,True,42
32,15,720,Orin,21,72,6,30,True,42
32,15,720,Orin,22,72,6,30,True,42
32,15,720,Orin,14,72,6,30,True,42
31,15,720,Orin,20,72,6,30,True,41
32,15,720,Orin,23,72,6,30,True,42
32,15,720,Orin,17,72,6,30,True,42
32,15,720,Orin,14,72,6,30,True,42
34,15,720,Orin,21,72,6,30,True,44
32,15,720,Orin,19,72,6,30,True,42
33,15,720,Orin,14,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,25,72,6,30,True,43
33,15,720,Orin,23,72,6,30,True,43
33,15,720,Orin,16,72,6,30,True,43
35,15,720,Orin,19,72,6,30,True,45
36,15,720,Orin,20,72,6,30,True,46
35,15,720,Orin,15,72,6,30,True,45
36,15,720,Orin,19,72,6,30,True,46
36,15,720,Orin,23,72,6,30,True,46
36,15,720,Orin,23,72,6,30,True,46
35,15,720,Orin,17,72,6,30,True,45
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,23,72,6,30,True,46
35,15,720,Orin,22,72,6,30,True,45
35,15,720,Orin,18,72,6,30,True,45
35,15,720,Orin,17,72,6,30,True,45
35,15,720,Orin,18,72,6,30,True,45
35,15,720,Orin,18,72,6,30,True,45
35,15,720,Orin,22,72,6,30,True,45
36,15,720,Orin,21,72,6,30,True,46
35,15,720,Orin,24,72,6,30,True,45
35,15,720,Orin,20,72,6,30,True,45
36,15,720,Orin,16,72,6,30,True,46
35,15,720,Orin,25,72,6,30,True,45
35,15,720,Orin,17,72,6,30,True,45
36,15,720,Orin,20,72,6,30,True,46
40,15,720,Orin,17,72,6,30,True,50
36,15,720,Orin,17,72,6,30,True,46
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,23,72,6,30,True,46
35,15,720,Orin,18,72,6,30,True,45
36,15,720,Orin,23,72,6,30,True,46
35,15,720,Orin,14,72,6,30,True,45
41,15,720,Orin,19,72,6,30,True,51
35,15,720,Orin,22,72,6,30,True,45
35,15,720,Orin,23,72,6,30,True,45
35,15,720,Orin,20,72,6,30,True,45
36,15,720,Orin,18,72,6,30,True,46
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,21,72,6,30,True,46
36,15,720,Orin,22,72,6,30,True,46
36,15,720,Orin,23,72,6,30,True,46
36,15,720,Orin,16,72,6,30,True,46
36,15,720,Orin,18,72,6,30,True,46
36,15,720,Orin,18,72,6,30,True,46
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,21,72,6,30,True,46
36,15,720,Orin,23,72,6,30,True,46
36,15,720,Orin,21,72,6,30,True,46
36,15,720,Orin,21,72,6,30,True,46
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,18,72,6,30,True,46
37,15,720,Orin,18,72,6,30,True,47
36,15,720,Orin,19,72,6,30,True,46
36,15,720,Orin,18,72,6,30,True,46
40,15,720,Orin,21,72,6,30,True,50
36,15,720,Orin,17,72,6,30,True,46
35,15,720,Orin,16,72,6,30,True,45
36,15,720,Orin,20,72,6,30,True,46
37,15,720,Orin,22,72,6,30,True,47
36,15,720,Orin,23,72,6,30,True,46
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,16,72,6,30,True,46
37,15,720,Orin,23,72,6,30,True,47
36,15,720,Orin,22,72,6,30,True,46
37,15,720,Orin,20,72,6,30,True,47
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,16,72,6,30,True,46
36,15,720,Orin,18,72,6,30,True,46
40,15,720,Orin,19,72,6,30,True,50
35,15,720,Orin,19,72,6,30,True,45
33,15,720,Orin,19,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,23,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
36,15,720,Orin,19,72,6,30,True,46
33,15,720,Orin,22,72,6,30,True,43
34,15,720,Orin,24,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,16,72,6,30,True,43
33,15,720,Orin,23,72,6,30,True,43
33,15,720,Orin,14,72,6,30,True,43
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,25,72,6,30,True,43
33,15,720,Orin,14,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
34,15,720,Orin,20,72,6,30,True,44
33,15,720,Orin,17,72,6,30,True,43
33,15,720,Orin,23,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,16,72,6,30,True,43
33,15,720,Orin,22,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
34,15,720,Orin,18,72,6,30,True,44
34,15,720,Orin,23,72,6,30,True,44
37,15,720,Orin,19,72,6,30,True,47
33,15,720,Orin,19,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,22,72,6,30,True,43
33,15,720,Orin,21,72,6,30,True,43
36,15,720,Orin,21,72,6,30,True,46
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,21,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
34,15,720,Orin,16,72,6,30,True,44
36,15,720,Orin,21,72,6,30,True,46
36,15,720,Orin,21,72,6,30,True,46
36,15,720,Orin,15,72,6,30,True,46
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,18,72,6,30,True,46
36,15,720,Orin,23,72,6,30,True,46
36,15,720,Orin,19,72,6,30,True,46
36,15,720,Orin,22,72,6,30,True,46
40,15,720,Orin,18,72,6,30,True,50
36,15,720,Orin,22,72,6,30,True,46
36,15,720,Orin,18,72,6,30,True,46
36,15,720,Orin,20,72,6,30,True,46
36,15,720,Orin,18,72,6,30,True,46
36,15,720,Orin,25,72,6,30,True,46
36,15,720,Orin,20,72,6,30,True,46
41,15,720,Orin,17,72,6,30,True,51
34,15,720,Orin,22,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,19,72,6,30,True,43
33,15,720,Orin,17,72,6,30,True,43
32,15,720,Orin,20,72,6,30,True,42
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,20,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,16,72,6,30,True,43
33,15,720,Orin,23,72,6,30,True,43
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,17,72,6,30,True,43
34,15,720,Orin,21,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,22,72,6,30,True,43
37,15,720,Orin,19,72,6,30,True,47
33,15,720,Orin,22,72,6,30,True,43
34,15,720,Orin,21,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,16,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
38,15,720,Orin,22,72,6,30,True,48
34,15,720,Orin,17,72,6,30,True,44
34,15,720,Orin,21,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,22,72,6,30,True,44
34,15,720,Orin,21,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,23,72,6,30,True,44
34,15,720,Orin,22,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,21,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,23,72,6,30,True,44
34,15,720,Orin,21,72,6,30,True,44
34,15,720,Orin,13,72,6,30,True,44
34,15,720,Orin,17,72,6,30,True,44
37,15,720,Orin,21,72,6,30,True,47
33,15,720,Orin,21,72,6,30,True,43
33,15,720,Orin,23,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
34,15,720,Orin,20,72,6,30,True,44
33,15,720,Orin,22,72,6,30,True,43
33,15,720,Orin,24,72,6,30,True,43
34,15,720,Orin,22,72,6,30,True,44
32,15,720,Orin,20,72,6,30,True,42
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,25,72,6,30,True,43
33,15,720,Orin,24,72,6,30,True,43
33,15,720,Orin,15,72,6,30,True,43
34,15,720,Orin,18,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
37,15,720,Orin,21,72,6,30,True,47
33,15,720,Orin,22,72,6,30,True,43
34,15,720,Orin,20,72,6,30,True,44
33,15,720,Orin,22,72,6,30,True,43
34,15,720,Orin,22,72,6,30,True,44
33,15,720,Orin,16,72,6,30,True,43
34,15,720,Orin,17,72,6,30,True,44
35,15,720,Orin,21,72,6,30,True,45
34,15,720,Orin,25,72,6,30,True,44
33,15,720,Orin,15,72,6,30,True,43
34,15,720,Orin,23,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,25,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
32,15,720,Orin,20,72,6,30,True,42
33,15,720,Orin,18,72,6,30,True,43
34,15,720,Orin,25,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,27,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,21,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
37,15,720,Orin,21,72,6,30,True,47
37,15,720,Orin,23,72,6,30,True,47
41,15,720,Orin,22,72,6,30,True,51
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,16,72,6,30,True,43
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,24,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
36,15,720,Orin,24,72,6,30,True,46
33,15,720,Orin,17,72,6,30,True,43
34,15,720,Orin,18,72,6,30,True,44
34,15,720,Orin,25,72,6,30,True,44
34,15,720,Orin,23,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,18,72,6,30,True,43
34,15,720,Orin,21,72,6,30,True,44
35,15,720,Orin,22,72,6,30,True,45
34,15,720,Orin,23,72,6,30,True,44
33,15,720,Orin,25,72,6,30,True,43
34,15,720,Orin,16,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
34,15,720,Orin,23,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,16,72,6,30,True,43
34,15,720,Orin,19,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,14,72,6,30,True,44
34,15,720,Orin,16,72,6,30,True,44
33,20,720,Orin,48,72,7,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,24,72,6,40,True,44
35,20,720,Orin,26,72,6,40,True,45
34,20,720,Orin,24,72,6,40,True,44
35,20,720,Orin,22,72,6,40,True,45
34,20,720,Orin,29,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,23,72,6,40,True,43
34,20,720,Orin,26,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,27,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,27,72,6,40,True,43
33,20,720,Orin,18,72,6,40,True,43
32,20,720,Orin,23,72,6,40,True,42
32,20,720,Orin,25,72,6,40,True,42
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,27,72,6,40,True,43
32,20,720,Orin,27,72,6,40,True,42
32,20,720,Orin,26,72,6,40,True,42
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,24,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
35,20,720,Orin,26,72,6,40,True,45
35,20,720,Orin,23,72,6,40,True,45
36,20,720,Orin,25,72,6,40,True,46
36,20,720,Orin,25,72,6,40,True,46
36,20,720,Orin,25,72,6,40,True,46
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,27,72,6,40,True,43
32,20,720,Orin,23,72,6,40,True,42
32,20,720,Orin,25,72,6,40,True,42
33,20,720,Orin,29,72,6,40,True,43
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,21,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
35,20,720,Orin,22,72,6,40,True,45
40,20,720,Orin,26,72,6,40,True,50
31,20,720,Orin,25,72,6,40,True,41
31,20,720,Orin,25,72,6,40,True,41
33,20,720,Orin,25,72,6,40,True,43
32,20,720,Orin,23,72,6,40,True,42
34,20,720,Orin,23,72,6,40,True,44
32,20,720,Orin,28,72,6,40,True,42
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,21,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
31,20,720,Orin,22,72,6,40,True,41
32,20,720,Orin,26,72,6,40,True,42
34,20,720,Orin,25,72,6,40,True,44
32,20,720,Orin,28,72,6,40,True,42
32,20,720,Orin,23,72,6,40,True,42
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,31,72,6,40,True,44
33,20,720,Orin,23,72,6,40,True,43
35,20,720,Orin,24,72,6,40,True,45
37,20,720,Orin,25,72,6,40,True,47
36,20,720,Orin,21,72,6,40,True,46
34,20,720,Orin,30,72,6,40,True,44
34,20,720,Orin,21,72,6,40,True,44
34,20,720,Orin,28,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,22,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,29,72,6,40,True,43
35,20,720,Orin,26,72,6,40,True,45
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
32,20,720,Orin,23,72,6,40,True,42
32,20,720,Orin,24,72,6,40,True,42
33,20,720,Orin,30,72,6,40,True,43
33,20,720,Orin,18,72,6,40,True,43
33,20,720,Orin,27,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
